siren,2016_CIR,2017_CIR,2018_CIR,2019_CIR,2020_CIR,2021_CIR,2022_CIR,2023_CIR
510508716,197192,293552.0,198046.0,194111.0,219196.0,304420.0,187022.0,258431.0
510544497,,,,,2880.0,0.0,9733.0,
510601883,0.0,0.0,0.0,0.0,0,0.0,,
510708241,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
510803075,0,0.0,0.0,0.0,0.0,0.0,0.0,5312.0
510902349,0,0.0,0.0,0.0,0.0,36453.0,0.0,61705.0
511055006,,0,51515.0,0.0,667000.0,1216000.0,1790000,1698.0
511085177,0,0.0,0.0,0.0,0.0,734710.0,0.0,0.0
511171548,0.0,,35160.0,0.0,0.0,0.0,0,0.0
511199226,5221,,38845.0,,,,,
511219743,367364,349072.0,711934.0,220186.0,191118.0,90881.0,182834.0,12932.0
511220634,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
511239915,7000,0.0,0.0,158000.0,127000.0,79000.0,28000.0,40000.0
511282139,0.0,37530.0,27203.0,0.0,0,0.0,0.0,0.0
511302069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511316291,162608.0,107304,199645.0,0.0,180812.0,390000.0,101596,152179.0
511353344,,5746.0,9493.0,5571.0,0.0,4953,0.0,0.0
511353393,,35675,43088.0,0.0,43422.0,37077.0,4847,0.0
511353476,,60000.0,,131000.0,136000.0,106000,111000.0,69000.0
511361073,168715,0.0,373574.0,218737.0,0.0,260775.0,260775.0,0.0
511390577,0.0,,40402.0,0.0,0,0.0,0.0,0.0
511394025,,,0.0,0.0,0.0,,,
511405177,,0.0,,0.0,0,0.0,0.0,0.0
511405243,,171000.0,250000.0,303000.0,230000,168000.0,74000.0,104000.0
511432619,113975.0,329145.0,89639.0,0.0,0.0,0,0.0,0.0
511458895,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
511575219,,,0.0,,0.0,0.0,0,
511587271,,0.0,,,,,,
511603987,0.0,0.0,369980,0.0,0,438942.0,,
511703068,,,490993.0,911116.0,,,,
511743874,,0,0.0,0.0,0.0,,0.0,
511763831,0.0,0,0.0,0.0,0.0,0.0,0,
511764078,0.0,0,0.0,0.0,0.0,0.0,0,
511791410,1182000.0,591000.0,0,601000.0,495423,495000.0,345216.0,600000.0
511854622,0,0.0,0.0,0.0,0.0,0.0,0.0,
511856833,0.0,0,0.0,0.0,0.0,0.0,0,
512012618,,,,,,0.0,,
512067877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512085036,0,0.0,0.0,0.0,0.0,0.0,0.0,
512164179,0.0,0.0,445000,0.0,0,0.0,0.0,0.0
512243346,155055.26,28741974,0.0,0.0,0.0,0.0,0,
512325093,0,,117000.0,0.0,0.0,0.0,0.0,0.0
512327263,0.0,0.0,0,0.0,,0.0,,
512471491,94544.0,0,0.0,126064.0,0.0,0.0,,0.0
512538265,0.0,0,,0.0,0.0,0,0.0,0.0
512546128,0.0,0.0,0.0,0.0,0.0,0,0.0,
512622820,0.0,0,0.0,0.0,0.0,0.0,0,0.0
512664194,115000.0,317000.0,336000.0,393000.0,448000,502684.0,538708.0,999974.0
512747676,,,,,0.0,0,0.0,
512803602,,,,,,,0.0,0.0
512812298,0.0,,,,0.0,0.0,0.0,
512914722,,,,58226.0,0.0,18128.0,19958.0,
512929779,0.0,,0.0,0.0,0.0,0.0,0,
512944133,0.0,70089.0,649000.0,454.0,0.0,0,0.0,0.0
512987306,0.0,0,0.0,0.0,0.0,,0.0,0.0
513023051,0.0,0.0,,0.0,0,0.0,0.0,0.0
513028613,0.0,1870011.0,120084.0,0.0,0.0,0.0,,0.0
513046359,0.0,0,0.0,0.0,0.0,0.0,0,0.0
513072587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513082503,,,,,,0.0,0.0,313715.0
513098376,,249211.0,,,,,0.0,0.0
513159376,,,0.0,3149.0,0.0,0.0,0.0,0.0
513194449,0.0,0.0,0.0,1747.0,0.0,0,0.0,0.0
513281972,1670116.0,548743.0,0.0,701283.0,0.0,0.0,581999.0,
513322511,0,0.0,0.0,0.0,0.0,0.0,,
513335224,,,,0.0,0.0,0,0.0,0.0
513353474,0.0,0.0,0.0,0.0,0,0.0,0.0,
513401612,269320.0,27602.0,43064,0.0,68049,0.0,0.0,53185.0
513449470,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
513504399,,,,0.0,0.0,0.0,0.0,0.0
513676379,30127.0,37416.0,0.0,4429.0,4429.0,0,0.0,0.0
513678409,,0,0.0,0.0,0.0,0.0,0,0.0
513752121,0,0.0,0.0,0.0,0.0,0.0,0.0,
513784140,0,,,0.0,0.0,0.0,,
513837138,0.0,0,0.0,0.0,0.0,0.0,0,0.0
513852657,195549.0,0.0,180000.0,93000.0,0.0,114000,86.0,0.0
513934646,0.0,0.0,0.0,0.0,0.0,15000.0,,
513941583,,,,0.0,,,,
514118884,0.0,0.0,0.0,0.0,0.0,0,0.0,
514144740,,0.0,0,0.0,,0.0,0.0,
514152917,0.0,0.0,0,0.0,0,0.0,0.0,0.0
514157080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514224443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
514237759,,,89668.0,,,,,
514243773,33171.0,21845,10849.0,25200.0,0.0,0.0,0,0.0
514291475,0.0,0.0,0,0.0,0,0.0,0.0,
514293349,0.0,0.0,0.0,0.0,0.0,0,0.0,
514406941,,0,0.0,0.0,,,0,
514611003,,,641728.0,772814.0,674401.0,767179,629883.0,0.0
514789353,,,0,0.0,0,0.0,0.0,0.0
514904028,,,0.0,0.0,0.0,0,0.0,0.0
514971654,,,,172158.0,257648,429806.0,0.0,0.0
515231355,0,0.0,25752.0,0.0,0.0,6000.0,0.0,0.0
515260792,0.0,0.0,0.0,0.0,0,0.0,0.0,
515285047,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,
515289866,0.0,0,0.0,0.0,0.0,0.0,0,0.0
515314904,0.0,0,0.0,0.0,0.0,0.0,,
515332153,0.0,0.0,0.0,0.0,1576.0,1576.0,,
515340693,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
515404960,0.0,0.0,0,0.0,0,0.0,0.0,0.0
515450088,1554000.0,2423000,1489000.0,1582000.0,2449000.0,2812000.0,3309000.0,1488000.0
515520526,0,0.0,209942.0,937028.0,0.0,0.0,0.0,
515580132,415528.0,943976.0,0.0,177922.0,0.0,175000.0,308000.0,
